-583.94,-287.33,761.24,41.4,0.2,41.4,248.0,217.0,109.0,0,0,-0.0,0.0,-0.0
-583.94,-208.65,761.24,41.4,0.0,41.4,83.0,145.0,211.0,0,0,-0.0,0.0,-0.0
1060.25,-122.77,-896.12,108.0,3.6,48.0,124.0,92.0,70.0,0,0,0.7853982,-1.4689803E-22,1.9310317E-11
1060.25,-145.37,-911.95,108.0,15.0,3.0,255.0,204.0,153.0,0,0,-1.9042589E-11,-1.4721205E-22,1.9326808E-11
1060.25,-164.87,-911.95,108.0,24.0,3.0,255.0,204.0,153.0,0,0,-1.9042589E-11,-1.4721205E-22,1.9326808E-11
1007.91,-138.01,-880.42,3.0,45.0,45.0,255.0,204.0,153.0,0,0,2.3561943,-1.4721192E-22,1.9326808E-11
1112.6,-138.01,-880.42,3.0,45.0,45.0,255.0,204.0,153.0,0,0,2.3561943,-1.4721192E-22,1.9326808E-11
1025.75,-166.37,-892.45,21.0,24.0,21.0,253.0,234.0,141.0,0,0,1.5707964,1.4721205E-22,-3.1415927
1007.75,-157.37,-880.45,60.0,39.0,3.0,255.0,204.0,153.0,0,0,-1.5707964,-1.5679914,1.5707964
1060.26,-122.98,-864.52,108.0,3.6,48.0,124.0,92.0,70.0,0,0,-0.7853978,-1.4872969E-22,1.9406504E-11
1112.75,-157.37,-880.45,60.0,39.0,3.0,255.0,204.0,153.0,0,0,-1.5707964,-1.5679914,1.5707964
1060.26,-177.47,-880.45,108.0,1.2,66.0,99.0,95.0,98.0,0,0,-1.9042589E-11,-1.4721205E-22,1.9326808E-11
1093.25,-164.87,-848.95,42.0,24.0,3.0,255.0,204.0,153.0,0,0,-1.9042589E-11,-1.4721205E-22,1.9326808E-11
1071.66,-164.87,-844.45,12.0,1.2,24.0,124.0,92.0,70.0,0,0,-7.730704E-12,-1.5679914,1.5707964
1048.85,-164.86,-844.45,12.0,1.2,24.0,124.0,92.0,70.0,0,0,-3.1415927,-1.5679702,1.5707964
1060.26,-145.37,-848.95,108.0,15.0,3.0,255.0,204.0,153.0,0,0,-1.9042589E-11,-1.4721205E-22,1.9326808E-11
1027.26,-164.87,-848.95,42.0,24.0,3.0,255.0,204.0,153.0,0,0,-1.9042589E-11,-1.4721205E-22,1.9326808E-11
869.46,-177.47,-878.67,108.0,1.2,66.0,99.0,95.0,98.0,0,0,-3.1415927,1.4721205E-22,-3.1415927
858.06,-164.87,-842.67,12.0,1.2,24.0,99.0,95.0,98.0,0,0,-2.6057668E-11,1.5679702,1.5707964
880.85,-164.87,-842.67,12.0,1.2,24.0,99.0,95.0,98.0,0,0,-7.730704E-12,-1.5679914,1.5707964
869.46,-158.87,-910.17,102.0,36.0,3.0,124.0,92.0,70.0,0,0,-3.1415927,1.4721205E-22,-3.1415927
921.96,-158.87,-878.67,66.0,36.0,3.0,124.0,92.0,70.0,0,0,-1.5707964,-1.5679914,1.5707964
816.96,-158.87,-878.67,66.0,36.0,3.0,124.0,92.0,70.0,0,0,-1.5707964,-1.5679914,1.5707964
869.46,-146.87,-847.17,102.0,12.0,3.0,124.0,92.0,70.0,0,0,-3.1415927,1.4721205E-22,-3.1415927
837.96,-164.87,-847.17,39.0,24.0,3.0,124.0,92.0,70.0,0,0,-3.1415927,1.4721205E-22,-3.1415927
900.96,-164.87,-847.17,39.0,24.0,3.0,124.0,92.0,70.0,0,0,-3.1415927,1.4721205E-22,-3.1415927
768.35,-167.57,-721.13,3.0,21.0,3.0,163.0,162.0,165.0,0,0,3.1415799,-1.5517468,3.1415799
766.13,-161.57,-728.59,24.0,1.2,9.0,40.0,127.0,71.0,0,0,-1.5708091,-1.5517468,3.1415799
768.07,-167.57,-736.13,3.0,21.0,3.0,163.0,162.0,165.0,0,0,3.1415799,-1.5517468,3.1415799
822.36,-127.07,-690.05,6.0,102.0,6.0,99.0,95.0,98.0,0,0,-1.5707964,1.5679702,-1.5707964
853.3,-127.07,-659.11,6.0,102.0,6.0,99.0,95.0,98.0,0,0,-1.904259E-11,-1.4721205E-22,1.9326808E-11
791.42,-127.07,-659.11,6.0,102.0,6.0,99.0,95.0,98.0,0,0,-1.904259E-11,-1.4721205E-22,1.9326808E-11
822.36,-94.07,-659.11,78.0,60.0,78.0,124.0,92.0,70.0,0,0,-3.1415927,-0.7853942,-3.1415927
822.36,-127.07,-628.17,6.0,102.0,6.0,99.0,95.0,98.0,0,0,-1.904259E-11,-1.4721205E-22,1.9326808E-11
1034.16,-164.87,-686.67,27.0,24.0,3.0,124.0,92.0,70.0,0,0,-1.5707964,-1.5679914,1.5707964
981.66,-164.87,-671.67,108.0,24.0,3.0,124.0,92.0,70.0,0,0,-1.9042589E-11,-1.4721205E-22,1.9326808E-11
879.66,-146.87,-712.17,90.0,12.0,6.0,124.0,92.0,70.0,0,0,-1.5707964,-1.5679914,1.5707964
933.66,-164.87,-752.67,108.0,24.0,3.0,124.0,92.0,70.0,0,0,-3.1415927,1.4721205E-22,-3.1415927
1034.16,-164.87,-737.67,27.0,24.0,3.0,124.0,92.0,70.0,0,0,-1.5707964,-1.5679914,1.5707964
1017.66,-164.87,-752.67,36.0,24.0,3.0,124.0,92.0,70.0,0,0,-3.1415927,1.4721205E-22,-3.1415927
897.66,-164.87,-671.67,36.0,24.0,3.0,124.0,92.0,70.0,0,0,-1.9042589E-11,-1.4721205E-22,1.9326808E-11
957.66,-146.87,-754.17,6.0,12.0,150.0,124.0,92.0,70.0,0,0,-1.5707964,1.5679914,-1.5707964
881.16,-164.87,-737.67,27.0,24.0,3.0,124.0,92.0,70.0,0,0,-1.5707964,-1.5679914,1.5707964
1035.66,-146.87,-712.17,90.0,12.0,6.0,124.0,92.0,70.0,0,0,-1.5707964,1.5679914,-1.5707964
957.66,-146.87,-670.17,6.0,12.0,150.0,124.0,92.0,70.0,0,0,-1.5707964,1.5679914,-1.5707964
881.16,-164.87,-686.67,27.0,24.0,3.0,124.0,92.0,70.0,0,0,-1.5707964,-1.5679914,1.5707964
1038.66,-164.87,-700.77,12.0,1.2,24.0,99.0,95.0,98.0,0,0,1.5707964,-1.4721205E-22,1.9326808E-11
916.27,-164.85,-667.17,12.0,1.2,24.0,99.0,95.0,98.0,0,0,2.415103E-11,-1.5679914,-1.5707964
957.66,-177.47,-712.17,156.0,1.2,84.0,99.0,95.0,98.0,0,0,-3.1415927,1.4721205E-22,-3.1415927
1038.66,-164.85,-723.57,12.0,1.2,24.0,99.0,95.0,98.0,0,0,1.5707952,2.9510433E-17,-1.5497076E-6
876.66,-164.87,-700.77,12.0,1.2,24.0,99.0,95.0,98.0,0,0,1.5707964,-1.4721205E-22,1.9326808E-11
999.05,-164.85,-757.17,12.0,1.2,24.0,99.0,95.0,98.0,0,0,-2.415103E-11,1.5679914,1.5707964
876.66,-164.85,-723.57,12.0,1.2,24.0,99.0,95.0,98.0,0,0,1.570795,2.9510433E-17,-1.5497076E-6
1098.95,-154.97,-623.97,12.0,1.2,12.0,124.0,92.0,70.0,0,0,-1.5707964,-1.5679914,1.5707964
1038.96,-164.84,-614.37,12.0,1.2,24.0,124.0,92.0,70.0,0,0,1.5707964,-5.2211177E-17,2.741844E-6
1052.46,-166.07,-631.47,3.0,21.0,3.0,124.0,92.0,70.0,0,0,-1.5707964,-1.5679914,1.5707964
1043.46,-145.37,-602.97,108.0,15.0,3.0,255.0,204.0,153.0,0,0,-1.5707964,1.5679914,-1.5707964
1038.96,-164.87,-591.57,12.0,1.2,24.0,124.0,92.0,70.0,0,0,1.5707964,-1.4721205E-22,1.9326808E-11
1074.95,-177.47,-602.97,108.0,1.2,66.0,99.0,95.0,98.0,0,0,-1.5707964,1.5679914,-1.5707964
1055.46,-166.37,-586.47,3.0,21.0,3.0,124.0,92.0,70.0,0,0,-1.5707964,1.5679914,-1.5707964
1067.31,-165.9,-581.97,12.0,1.2,30.0,124.0,92.0,70.0,0,0,-0.78539777,1.567689,-1.5707964
1074.95,-154.97,-641.97,24.0,1.2,60.0,124.0,92.0,70.0,0,0,-1.5707964,-1.5679914,1.5707964
1074.95,-157.37,-655.47,60.0,39.0,3.0,255.0,204.0,153.0,0,0,-1.9042589E-11,-1.4721205E-22,1.9326808E-11
1050.96,-155.27,-581.97,12.0,1.2,12.0,124.0,92.0,70.0,0,0,-1.5707964,1.5679914,-1.5707964
1055.46,-166.37,-574.47,3.0,21.0,3.0,124.0,92.0,70.0,0,0,-1.5707964,1.5679914,-1.5707964
1082.6,-165.6,-623.97,12.0,1.2,30.0,124.0,92.0,70.0,0,0,-0.7853984,-1.567689,1.5707964
1074.93,-138.0,-655.32,3.0,45.0,45.0,255.0,204.0,153.0,0,0,0.78539854,1.567689,-1.5707964
1059.02,-122.98,-602.97,108.0,3.6,48.0,124.0,92.0,70.0,0,0,-2.3561943,1.5679914,-1.5707964
1043.46,-164.87,-569.97,42.0,24.0,3.0,255.0,204.0,153.0,0,0,-1.5707964,1.5679914,-1.5707964
1074.95,-155.27,-563.97,24.0,1.2,60.0,124.0,92.0,70.0,0,0,-1.5707964,1.5679914,-1.5707964
1094.45,-166.07,-619.47,3.0,21.0,3.0,124.0,92.0,70.0,0,0,-1.5707964,-1.5679914,1.5707964
1094.45,-166.07,-631.47,3.0,21.0,3.0,124.0,92.0,70.0,0,0,-1.5707964,-1.5679914,1.5707964
1106.45,-164.87,-635.97,42.0,24.0,3.0,255.0,204.0,153.0,0,0,-1.5707964,1.5679914,-1.5707964
1106.45,-164.87,-569.97,42.0,24.0,3.0,255.0,204.0,153.0,0,0,-1.5707964,1.5679914,-1.5707964
1110.95,-164.84,-614.37,12.0,1.2,24.0,124.0,92.0,70.0,0,0,1.5707964,-5.391371E-17,2.831251E-6
1110.95,-164.87,-591.57,12.0,1.2,24.0,124.0,92.0,70.0,0,0,1.5707964,-1.4721205E-22,1.9326808E-11
1074.95,-157.37,-550.47,60.0,39.0,3.0,255.0,204.0,153.0,0,0,-1.9042589E-11,-1.4721205E-22,1.9326808E-11
1074.93,-138.0,-550.62,3.0,45.0,45.0,255.0,204.0,153.0,0,0,0.78539854,1.567689,-1.5707964
1106.45,-145.37,-602.97,108.0,15.0,3.0,255.0,204.0,153.0,0,0,-1.5707964,1.5679914,-1.5707964
1090.63,-122.76,-602.97,108.0,3.6,48.0,124.0,92.0,70.0,0,0,-0.785398,1.5679914,-1.5707964
1043.46,-164.87,-635.97,42.0,24.0,3.0,255.0,204.0,153.0,0,0,-1.5707964,1.5679914,-1.5707964
1097.45,-166.37,-574.47,3.0,21.0,3.0,124.0,92.0,70.0,0,0,-1.5707964,1.5679914,-1.5707964
923.46,-127.07,-603.05,6.0,102.0,6.0,99.0,95.0,98.0,0,0,-1.5707964,1.5679702,-1.5707964
954.4,-127.07,-572.11,6.0,102.0,6.0,99.0,95.0,98.0,0,0,-1.904259E-11,-1.4721205E-22,1.9326808E-11
892.51,-127.07,-572.11,6.0,102.0,6.0,99.0,95.0,98.0,0,0,-1.904259E-11,-1.4721205E-22,1.9326808E-11
923.46,-94.06,-572.11,78.0,60.0,78.0,124.0,92.0,70.0,0,0,-3.1415927,-0.7853942,-3.1415927
923.46,-127.07,-541.17,6.0,102.0,6.0,99.0,95.0,98.0,0,0,-1.904259E-11,-1.4721205E-22,1.9326808E-11
31.54,-170.57,-900.96,3.0,15.0,3.0,163.0,162.0,165.0,0,0,-3.1415927,0.7726469,-3.1415927
42.29,-170.57,-911.43,3.0,15.0,3.0,163.0,162.0,165.0,0,0,-3.1415927,0.7726469,-3.1415927
38.38,-166.07,-904.69,24.0,1.2,6.0,13.0,105.0,172.0,0,0,-1.5707964,0.7726469,-3.1415927
213.06,-101.87,-434.37,12.0,30.0,12.0,99.0,95.0,98.0,0,0,-1.9042589E-11,-1.4721205E-22,1.9326808E-11
276.06,-118.37,-354.87,12.0,3.0,81.0,99.0,95.0,98.0,0,0,-3.1415927,1.4721205E-22,-3.1415927
250.56,-88.37,-377.37,63.0,3.0,126.0,99.0,95.0,98.0,0,0,-3.1415927,1.4721205E-22,-3.1415927
276.06,-131.87,-434.37,12.0,30.0,12.0,99.0,95.0,98.0,0,0,-1.9042589E-11,-1.4721205E-22,1.9326808E-11
213.06,-118.37,-377.37,114.0,3.0,126.0,99.0,95.0,98.0,0,0,-3.1415927,1.4721205E-22,-3.1415927
276.06,-148.36,-399.87,12.0,3.0,81.0,99.0,95.0,98.0,0,0,-3.1415927,1.4721205E-22,-3.1415927
213.06,-148.36,-377.37,114.0,3.0,126.0,99.0,95.0,98.0,0,0,-3.1415927,1.4721205E-22,-3.1415927
181.56,-88.37,-377.37,51.0,3.0,126.0,99.0,95.0,98.0,0,0,-3.1415927,1.4721205E-22,-3.1415927
213.06,-88.37,-354.87,12.0,3.0,81.0,99.0,95.0,98.0,0,0,-3.1415927,1.4721205E-22,-3.1415927
260.46,-164.87,-446.37,24.0,1.2,12.0,99.0,95.0,98.0,0,0,3.1415927,1.9042514E-11,-1.5707964
276.06,-161.87,-320.37,12.0,30.0,12.0,99.0,95.0,98.0,0,0,-3.1415927,1.4721205E-22,-3.1415927
219.06,-177.47,-377.37,132.0,1.2,132.0,99.0,95.0,98.0,0,0,-3.1415927,1.4721205E-22,-3.1415927
